ItemNumber,Xpos,Ypos,image,Species,Tile,Annotator
460,6301.5 px,24592.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
461,7972.5 px,24666.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
462,8033.5 px,23965.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
463,4511.5 px,23942.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
464,6238.5 px,24974.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
465,6108.5 px,24973.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
466,3260.5 px,25085.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
467,10596.5 px,24858.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
468,10608.5 px,25136.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
469,11373.5 px,26922.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
470,12066.5 px,25677.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
471,12225.5 px,28207.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
472,12414.5 px,27850.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
473,12489.5 px,27844.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
474,15125.5 px,30116.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
475,10747.5 px,28502.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
476,11819.5 px,28565.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
477,10330.5 px,28090.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
478,8509.5 px,27279.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
479,4671.5 px,27305.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
480,3128.5 px,27585.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
481,4119.5 px,28316.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
482,4282.5 px,28216.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
483,4319.5 px,28177.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
484,5769.5 px,28603.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
485,10044.5 px,29606.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
486,10179.5 px,29908.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
487,9373.5 px,29918.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
488,10544.5 px,30363.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
489,15123.5 px,30699.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
490,15622.5 px,30754.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
491,16672.5 px,31058.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
492,9903.5 px,31627.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
493,10683.5 px,31744.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
494,9018.5 px,31102.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
495,8235.5 px,32563.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
496,11152.5 px,33182.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
497,10628.5 px,32841.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
498,12591.5 px,32722.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
499,13848.5 px,33080.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
500,14359.5 px,33237.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
501,16663.5 px,33236.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
502,17819.5 px,35966.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
503,13452.5 px,35188.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
504,11083.5 px,36490.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
505,16649.5 px,38490.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
506,9502.5 px,38651.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
507,11949.5 px,39123.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
508,17237.5 px,40044.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
509,18384.5 px,40064.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
510,10455.5 px,40130.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
511,9513.5 px,41943.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
512,10960.5 px,42918.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
513,9200.5 px,39606.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
514,17806.5 px,41997.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
515,19308.5 px,41347.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
516,12215.5 px,47204.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
517,14023.5 px,48265.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
518,11381.5 px,49751.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
519,13498.5 px,50687.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
520,10919.5 px,51471.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
521,10441.5 px,50506.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
522,10060.5 px,50406.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
523,9860.5 px,51202.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
524,8404.5 px,55591.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
525,8933.5 px,54733.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
526,9066.5 px,54829.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
527,8297.5 px,54665.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
528,8745.5 px,55286.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
529,10498.5 px,53896.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
530,10627.5 px,58012.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
531,11258.5 px,58408.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
532,12012.5 px,56889.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
533,15597.5 px,55863.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
534,13315.5 px,53199.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
535,11030.5 px,52916.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
536,20359.5 px,23533.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
537,13216.5 px,10484.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
538,13268.5 px,10473.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
539,13292.5 px,10439.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Egret, Horus_04_06_2022,SV
540,15266.5 px,12880.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
541,12522.5 px,20378.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
542,19273.5 px,23232.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
543,7022.5 px,30335.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
544,10307.5 px,32745.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
545,21577.5 px,33345.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
546,4555.5 px,33096.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
547,5986.5 px,36642.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Great Blue Heron, Horus_04_06_2022,SV
548,8164.5 px,22149.5 px,[Document Horus_04_06_2022_SV_Counted.psb],Roseate Spoonbill, Horus_04_06_2022,SV
